,EN SOURCE TXT,Korean
1928,ROCK HARDER{0}WITHOUT COMMERCIALS.{0}ONLY ON PREMIUM.,더 강렬한 록{0}광고 없이 즐기세요.{0}프리미엄에서만.
1929,"Whereever you are, whatever you want to hear, hear here.	","어디에 있든, 무엇을 청취하고 싶든, 지금 청취하세요."
1930,"The Latest News from Radio Mitre{0}Ad-Free CNN, FOX News Radio & MSNBC{0}30+ Channels of Commercial-Free Music{0}Less Ads on 100,000 Radio Stations	","Radio Mitre의 최신 뉴스{0}광고 없는 CNN, FOX 뉴스 라디오 및 MSNBC{0}30개 이상의 광고 없는 음악 채널{0}더 적은 광고로 청취하는 100,000개의 라디오 방송국"
1931,Quickly access recently played stations.,최근에 청취한 방송국에 빠르게 접근하세요.
1932,Chill,여유
1933,Join the National Conversation,국가 대담 참여
1934,Join the Global Conversation,해외 대담 참여
1935,Featured Sports Talk Stations,특집 스포츠 토크 방송국
1936,Fantasy Football Central,판타지 풋볼 센트럴
1937,Podcasts,팟캐스트
1938,What are you feeling?,기분이 어떠신가요?
1939,Golf,골프
1940,Tennis,테니스
1941,Dutch Music,네덜란드 음악
1942,"election, election 2020, election news, election radio, joe biden, donald trump, biden, trump, democrat, republican",
1943,"Listen to commercial-free news from CNBC, CNN, Fox News Radio & MSNBC + ad-free music channels and less ads on 100,000 radio stations	",
1944,MORE RADIO.{0}LESS ADS.{0}GO PREMIUM.,
1945,NO CREDIT CARD{0}REQUIRED!,
1946,"- Ad-Free CNN, Fox News Radio and MSNBC{{linebreak/}} - 30+ Channels of Commercial-Free Music{{linebreak/}} - Less Ads on 100,000 Radio Stations	",
1947,Less,적게 보기
1948,More,더 보기
1949,Select All,모두 선택
1950,Strong,강한
1951,Brain Food,두뇌에 좋은
1952,Amusing Audio,재미있는 오디오
1953,Laugh Out Loud,웃긴
1954,Kick Back & Relax,편안한 휴식
1955,Easy Listening,듣기 편한
1956,Feel Good Audio,기분 좋은 오디오
1957,Listen On The Bright Side,밝은 분위기
1958,"Better, Faster, Stronger",더 빠르고 강하고 나은
1959,Get Fit,운동
1960,Memory Lane,추억
1961,Kick It Old-School,올드스쿨
1962,What Are You in the Mood For?,어떤 기분이신가요?
1963,Explore a mix of audio matched perfectly for your mood or activity.,기분이나 활동에 완벽하게 맞는 오디오 믹스를 찾아보세요.
1964,Adult Hits,성인을 위한 인기곡
1965,Related Podcasts,관련 팟캐스트
1966,THE FIRST{0}PRESIDENTIAL DEBATE.{0}LISTEN TONIGHT.{0},첫 번째{0}대선 토론.{0}오늘 밤에 청취하세요.{0}
1967,LAKERS. HEAT.{0}THE NBA FINALS{0}LIVES HERE.,레이커스. 히트.{0}NBA 결승전을{0}생중계로 만나보세요.
1968,News & Talk,뉴스 & 토크
1969,Podcasts,팟캐스트
1970,Music,음악
1971,Sports,스포츠
1972,Curious,흥미로운
1973,Witty,재치 있는
1974,Laid Back,휴식
1975,Upbeat,신나는
1976,Workout,운동
1977,Nostalgic,추억
1978,Investigative Podcasts,탐사 팟캐스트
1979,Curious Facts,흥미로운 사실
1980,Recents,최근
1981,YOUR RECENTS,내 최근
1982,Top EDM Stations From Around The World,전 세계 인기 있는 EDM 방송국
1983,Remembering{0}The SCOTUS{0}Trailblazer.,미연방대법원의{0}'개척자'를{0}기억하며.
1984,See Less,적게 보기
1985,See More,더 보기
1986,This will allow TuneIn to provide you with personalized content.,TuneIn에서 맞춤형 콘텐츠를 제공하는 데 허용합니다.
1987,Personalize Now,지금 맞춤화하기
1988,"To make your listening experience more enjoyable, TuneIn would like to serve you with personalized audio recommendations and ads.\n\nAfter granting TuneIn access, you can change your mind at any time.",더욱 즐거운 청취 경험을 위해 TuneIn에서 맞춤형 오디오 추천과 광고를 제공해 드립니다.\n\nTuneIn 접근 권한을 허용하신 후 언제든 다시 변경할 수 있습니다.
1989,Maybe Later,나중에
1990,Personalized Listening,맞춤형 청취
1991,SIMILAR TO {0},{0}와(과) 유사함
1992,Remembering Ruth Bader Ginsburg,루스 베이더 긴즈버그를 기억하며
1993,Celebrating RBG,RBG를 추모하며
1994,Featured Podcast,특집 팟캐스트
1995,Top Stations,인기 있는 방송국
1996,RBG In Her Own Words,RBG의 말
1997,Team Podcasts,스포츠팀 팟캐스트
1998,Tributes To RBG,RBG 추모
1999,Local,지역
2000,"TuneIn Pro is a special version of the TuneIn app that, for a one-time fee, removes visual display ads and pre-roll commercials that normally play before content begins.",TuneIn Pro는 TuneIn 앱의 스페셜 버전입니다. 단 한 번의 결제로 콘텐츠 시작 전 보통 보이는 이미지 광고와 프리롤 광고를 제거하세요.
2001,FESTING IN PLACE{0}THE NEXT FEST THING{0}LIVE ON WWOZ,음악 축제가 이곳에서{0}다음 즐길 거리 {0}라이브 뮤직 온 WWOZ
2002,SPORTS.{0}More sports.{0}Less ads.,스포츠.{0}더 많은 스포츠.{0}더 적은 광고.
2003,For You,나만을 위한 추천
2004,Home,홈
2005,Find Your Jam!,나만의 음악을 찾아보세요!
2006,Did you know TuneIn Premium includes 50 exclusive channels of commercial-free music?,TuneIn Preminum은 광고 없는 50개의 단독 무료 음악 채널을 포함하고 있는 걸 알고 계신가요?
2007,Learn More,더 알아보기
2008,More News. No Ads.,더 많은 뉴스. 광고 없음.
2009,"Did you know TuneIn Premium includes commercial-free streams of MSNBC, Fox News Radio, and other top networks?","TuneIn Preminum은 광고 없이 MSNBC, 폭스뉴스 라디오 및 최고의 다양한 네트워크를 포함하고 있다는 걸 아시나요?"
2010,Hear the News,뉴스 듣기
2011,Hear The World,세계 뉴스 듣기
2012,"Did you know that TuneIn lets you listen to 100,000 radio stations from around the globe? Just browse “By Location” to explore the world!","TuneIn을 통해 전 세계 다양한 지역의 100,000개 라디오 채널을 들을 수 있다는 걸 아시나요? '지역별 보기'를 통해 세계의 뉴스를 학인하세요!"
2013,Offline It!,오프라인 모드!
2014,Did you know you can download podcasts for offline listening? Find the episode you want and tap the three dots to the right.,오프라인 모드로 팟캐스트를 다운로드할 수 있다는 걸 아시나요? 원하는 에피소드를 찾은 후 우측 3개의 점을 탭 하세요.
2015,"You can listen to TuneIn on all of your connected devices. From Alexa and Google, to Sonos and Bose, we’ve got you covered.","연결되어 있는 모든 기기에서 TuneIn을 들으실 수 있습니다. 알렉사에서 구글까지, 소노스에서 보스까지 다양한 기기에서 즐겨보세요."
2016,Music for Every Mood!,내 기분에 맞춰 듣는 다양한 음악!
2017," Did you know TuneIn has a music station for every situation? Browse the Music page to explore stations organized by mood, activity and genre!","TuneIn은 모든 상황에 맞는 뮤직 스테이션을 제공합니다. 음악 페이지를 둘러보고 내 기분, 액티비티, 그리고 장르에 맞는 스테이션을 확인하세요!"
2018,Featured Collections,주요 컬렉션
2019,Global News & Politics,글로벌 뉴스 & 정치
2020,Top Global News Sources,탑 글로벌 뉴스 소스
2021,Top Music Genres,탑 뮤직 장르
2022,Featured Latin Music Stations,라틴 뮤직 스테이션
2023,Team Podcasts,팀 팟캐스트
2024,Featured Collections,주요 컬렉션
2025,Top Global News Sources,탑 글로벌 뉴스 소스
2026,International News Podcasts,세계 뉴스 팟캐스트
2027,Recommended Music Stations,추천 뮤직 스테이션
2028,Recommended For You,나만을 위한 추천
2029,"TuneIn is a free audio app that brings together live sports, music, news, podcasts and over 100,000 live radio stations from around the world. ","TuneIn은 스포츠 생중계, 음악, 뉴스, 팟캐스트와 전 세계 100,000개 이상의 생방송 라디오 방송국을 한 번에 제공하는 무료 오디오 앱입니다."
2030,Top 5 Reasons to Download TuneIn:,TuneIn을 다운로드해야 하는 5가지 주요 이유:
2031,1. NEWS FROM ALL SIDES,1. 모든 분야의 뉴스를 제공
2032,"Experience live 24/7 news from national and global sources like BBC, CNN, FOX News Radio, MSNBC, NPR, and more. Plus, enjoy local stations.","BBC, CNN, FOX News Radio, MSNBC, NPR 등 국내와 전 세계의 뉴스 정보원으로부터 제공되는 365일 24시간 실시간 뉴스 생중계를 경험하시기 바랍니다. 아울러, 지역의 방송국도 즐겨 보세요."
2033,2. SPORTS TALK THAT MATTERS,2. 놓칠 수 없는 스포츠 대담 프로그램
2034,Listen to your team wherever you go with in-depth game day coverage and live play-by-play of the biggest matchups. Plus enjoy local and national sports talk radio and top sports podcasts.,"중요 경기의 심층 보도와 세간의 이목이 쏠린 대형 스포츠 이벤트를 실시간으로 청취하세요. 또한, 지역과 국가대표팀 관련 스포츠 대담 라디오 프로그램과 인기 있는 스포츠 팟캐스트도 즐기시기 바랍니다."
2035,3. MUSIC FOR EVERY MOOD,3. 다양한 분위기에 어울리는 음악
2036,"Bounce between TuneIn's exclusive music stations curated for every mood, taste and activity. Plus, keep discovering new songs with the best AM/FM stations in the world.","다양한 분위기, 취향과 활동에 맞도록 선별된 TuneIn의 독점 음악 방송국 중에서 마음에 드는 방송국을 찾아보세요. 또한, 세계 최고의 AM/FM 방송국을 통해 새로운 노래를 발견해 보시기 바랍니다."
2037,4. ALL YOUR FAVORITE PODCASTS,4. 내가 좋아하는 팟캐스트가 모두 여기에
2038,"From trending chart-toppers to all-time favorites, follow classic shows like RadioLab, Stuff You Should Know and TED Radio Hour, and top-rated hits like NPR's Up First, NYT's The Daily, Wow in the World, and more. ","최신 인기 차트 상위권부터 누구나 즐겨 듣는 팟캐스트에 이르기까지, RadioLab, Stuff You Should Know, TED Radio Hour와 같은 클래식 쇼와 NPR의 Up First, NYT의 The Daily, Wow in the World와 같은 최고 인기 팟캐스트를 팔로우해 보세요."
2039,5. LISTEN EVERYWHERE,"5. 언제, 어디서나 청취"
2040,"In addition to the mobile and desktop app, TuneIn is available for free on hundreds of connected devices, including Apple Watch, CarPlay, Google Home, Amazon Echo and Alexa, Sonos, Bose, Roku, Chromecast and more.","TuneIn은 모바일과 데스크톱 앱 외에도 Apple Watch, CarPlay, Google Home, Amazon Echo와 Alexa, Sonos, Bose, Roku, Chromecast 등 수백 종류의 인터넷에 연결된 기기에서 무료로 이용할 수 있습니다."
2041,"Subscribe to TuneIn Premium to enjoy:
- Commercial-free news stations from sources like CNBC, CNN, FOX News Radio & MSNBC
- Commercial-free music for every mood and activity 
- Less ads across 100,000 radio stations","TuneIn Premium을 구독하시고 다음 기능을 만끽하세요: 
- CNBC, CNN, FOX News Radio와 MSNBC 등의 소스에서 제공되는 광고 없는 뉴스 방송국
- 다양한 분위기와 활동에 어울리는 광고 없는 음악
- 더 적은 광고로 제공되는 100,000여 개의 라디오 방송국"
2042,Download TuneIn now and start listening today!,지금 바로 TuneIn을 다운로드하고 오늘부터 청취하세요!
2043,Commercial-Free Music for Every Mood & Activity.,모든 분위기와 활동에 어울리는 광고 없는 음악.
2044,"Get commercial-free news from CNBC, CNN, FOX News Radio & MSNBC. Plus commercial-free music for every mood and activity, and less ads on 100,000 radio stations.","CNBC, CNN, FOX News Radio와 MSNBC의 뉴스를 광고 없이 청취하세요. 또한, 모든 분위기와 활동에 어울리는 광고 없는 음악과 100,000여 개의 라디오 방송국이 더 적은 광고로 제공됩니다."
2045,"Get commercial-free CNBC, CNN, FOX News Radio & MSNBC with TuneIn Premium. Plus commercial-free music for every mood and activity, and less ads on 100,000 radio stations.","TuneIn Premium으로 CNBC, CNN, FOX News Radio와 MSNBC를 광고 없이 청취하세요. 또한, 모든 분위기와 활동에 어울리는 광고 없는 음악과 100,000여 개의 라디오 방송국이 더 적은 광고로 제공됩니다."
2046,"Upgrade to experience commercial-free news from CNBC, CNN, Fox News Radio & MSNBC + ad-free music channels and less ads on 100,000 radio stations.","CNBC, CNN, FOX News Radio와 MSNBC의 광고 없는 뉴스, 광고 없는 음악 채널과 더 적은 광고로 제공되는 100,000여 개의 라디오 방송국을 경험하려면 업그레이드하세요."
2047,"Exclusively for you: commercial-free news from CNBC, CNN, Fox News Radio & MSNBC + ad-free music channels and less ads on 100,000 radio stations.","나만을 위한 서비스: CNBC, CNN, FOX News Radio와 MSNBC의 광고 없는 뉴스, 광고 없는 음악 채널과 더 적은 광고로 제공되는 100,000여 개의 라디오 방송국."
2048,"Top News Networks. Entirely Commercial-Free.{0}Commercial-Free Music for Every Mood and Activity.{0}Less Ads on 100,000 Radio Stations.","인기 뉴스 네트워크. 완전한 광고 차단. {0}모든 분위기와 활동에 어울리는 광고 없는 음악.{0}더 적은 광고로 제공되는 100,000여 개의 라디오 방송국."
2049,Stopping audio player...,오디오 플레이어 중지 중...
2050,Top Football Podcasts,인기 풋볼 팟캐스트
2051,Football,풋볼
2052,Featured Stations,특집 방송국
2053,Salsa,살사
2054,Tropical,트로피컬
2055,Listen Live All Weekend,주말 내내 라이브 청취
2056,Listen Local,지역 방송 청취
2057,Inspired By Your Listening,나의 청취 취향
2058,Popular Stations In Your Area,지역의 인기 있는 방송국
2059,Local Music Stations,지역의 음악 방송국
2060,Top Podcasts in Your Area,지역의 인기 팟캐스트
2061,Trending Podcasts on TuneIn,TuneIn에서 유행하는 팟캐스트
2062,Recommended Music Stations,추천 음악 방송국
2063,Top Local Music Stations,지역의 인기 음악 방송국
2064,Top Global Music Stations,세계의 인기 음악 방송국
2065,Top Music Stations in |language|,|language| 인기 음악 방송국
2066,Top Music Podcasts in |language|,|language| 인기 음악 팟캐스트
